Voivodeship,Powiat,Name,type,Pop,total,
wolyn,Wlodzimierz,Turzysk,with villages,874,,
wolyn,Wlodzimierz,Swiniuchy,with villages,234,,
wolyn,Wlodzimierz,Poryck,with villages,367,,
,,,,,,
wolyn,Krzemieniec,Konstantynow Old and New,with villages,1801,20089,
wolyn,Krzemieniec,Wisnowiec Old and New,with villages,664,,
wolyn,Krzemieniec,Werba,with villages,181,,
wolyn,Krzemieniec,Plycza old,with villages,112,,
wolyn,Krzemieniec,Polonne old with Wola and Przed. Wol,,581,,
wolyn,Krzemieniec,Marjan Tarnow,,94,,
wolyn,Krzemieniec,Kamienczyk,,150,,
wolyn,Krzemieniec,"Villages,that is parishes",,72,,
wolyn,Krzemieniec,Polonne new,,344,,
wolyn,Krzemieniec,Baranowka,with villages,142,,
wolyn,Krzemieniec,Ostropol,,58,,
wolyn,Krzemieniec,Sudylkow,with villages,397,,
wolyn,Krzemieniec,Lubar,,405,,
wolyn,Krzemieniec,Ostropol new,,62,,
wolyn,Krzemieniec,Szepetowka,with villages,390,,
wolyn,Krzemieniec,Slawuta,with villages,246,,
wolyn,Krzemieniec,Labun old,,316,,
wolyn,Krzemieniec,Labun new,,116,,
wolyn,Krzemieniec,That is villages parishes,,246,,
wolyn,Krzemieniec,Olexiniec new,,195,,
wolyn,Krzemieniec,Olexiniec old,,8,,
wolyn,Krzemieniec,Villages that is parishes,,114,,
wolyn,Krzemieniec,Woloczysk,with villages,774,,
wolyn,Krzemieniec,Wyzgrodek,with villages,668,,
wolyn,Krzemieniec,Kozin,with villages,332,,
wolyn,Krzemieniec,Zaslaw old,,2047,,
wolyn,Krzemieniec,Zaslaw new with Jozefpol,,760,,
wolyn,Krzemieniec,Bialogrodka,,100,,
wolyn,Krzemieniec,Villages that is parishes,,984,,
wolyn,Krzemieniec,Lachowce,,589,,
wolyn,Krzemieniec,Kornica,,49,,
wolyn,Krzemieniec,Villages that is parishes,,222,,
wolyn,Krzemieniec,Radziwillow,with villages,298,,
wolyn,Krzemieniec,Lesniow,with villages,494,,
wolyn,Krzemieniec,Horynki,with villages,203,,
wolyn,Krzemieniec,Jampol,with villages,476,,
wolyn,Krzemieniec,Zbaraz,with villages,910,,
wolyn,Krzemieniec,Krupe,with villages,114,,
wolyn,Krzemieniec,Toijpol,with villages,516,,
wolyn,Krzemieniec,Szumsk,with villages,170,,
wolyn,Krzemieniec,Rochmanow,with villages,170,,
wolyn,Krzemieniec,Kuczmin,with villages,85,,
wolyn,Krzemieniec,Kunowce,with villages,232,,
wolyn,Krzemieniec,Kulczyn,with villages,288,,
wolyn,Krzemieniec,Bazalia,with villages,240,,
wolyn,Krzemieniec,Krasilow,with villages,273,,
wolyn,Krzemieniec,Krzemieniec,with villages,1029,,
wolyn,Krzemieniec,Hrycow,with villages,325,,
wolyn,Krzemieniec,Kuniow,with villages,86,,
wolyn,Krzemieniec,Ozlochowce,with villages,317,,
wolyn,Krzemieniec,Zaloszcze,with villages,644,,
,,,,,,
,,,,,,
Podole,Kamieniec and Czerwonogrod,Balin,Kahal with villages,211,20390,
Podole,Kamieniec and Czerwonogrod,Bilcze,with villages,69,,
Podole,Kamieniec and Czerwonogrod,Borszczow,with villages,301,,
Podole,Kamieniec and Czerwonogrod,Accessit to the same village Zwierz-chajkowce,,16,,
Podole,Kamieniec and Czerwonogrod,Czercze Kahal,with villages,270,,
Podole,Kamieniec and Czerwonogrod,Czarnokozince with Uscieand p,,308,,
Podole,Kamieniec and Czerwonogrod,Czerwonogrod Kahal,with villages,214,,
Podole,Kamieniec and Czerwonogrod,Dunajowce,with villages,1598,,
Podole,Kamieniec and Czerwonogrod,Dzwinogrod Starosty,with villages,62,,
Podole,Kamieniec and Czerwonogrod,Franpol Kahal,with villages,157,,
Podole,Kamieniec and Czerwonogrod,Fulsztyn Sortis Chorazy Czerwonogrodzki,with villages,211,,
Podole,Kamieniec and Czerwonogrod,From liquidation of unliquidated accessit,,32,,
Podole,Kamieniec and Czerwonogrod,SameSortis W.W. Grabiankow,Kahal with villages,258,,
Podole,Kamieniec and Czerwonogrod,Grodek,with villages,646,,
Podole,Kamieniec and Czerwonogrod,Accessit village Ludwipol or Gierśe,,8,,
Podole,Kamieniec and Czerwonogrod,Husiatyn Kahal,with villages,1435,,
Podole,Kamieniec and Czerwonogrod,Jagielnica,with villages,347,,
Podole,Kamieniec and Czerwonogrod,Jarmolince,with villages,293,,
Podole,Kamieniec and Czerwonogrod,Jezierzany,with villages,704,,
Podole,Kamieniec and Czerwonogrod,Jazlowiec,with villages,544,,
Podole,Kamieniec and Czerwonogrod,Kitajgrod,with villages,489,,
Podole,Kamieniec and Czerwonogrod,Kalusz,with villages,149,,
Podole,Kamieniec and Czerwonogrod,Kudrynce,with villages,223,,
Podole,Kamieniec and Czerwonogrod,Kupin,with villages,405,,
Podole,Kamieniec and Czerwonogrod,Krzywcza Kahal,with villages,476,,
Podole,Kamieniec and Czerwonogrod,Kuzmin,with villages,208,,
Podole,Kamieniec and Czerwonogrod,Krolowka,with villages,226,,
Podole,Kamieniec and Czerwonogrod,Grodek Kahal,with villages,82,,
Podole,Kamieniec and Czerwonogrod,Kasperowce,wv alias parishes,76,,
Podole,Kamieniec and Czerwonogrod,Lanckorona Kahal,with villages,631,,
Podole,Kamieniec and Czerwonogrod,Makow,with villages,313,,
Podole,Kamieniec and Czerwonogrod,Minkowce,with villages,378,,
Podole,Kamieniec and Czerwonogrod,Orynin 3 sortum,with villages,436,,
Podole,Kamieniec and Czerwonogrod,Okopy,with villages,230,,
Podole,Kamieniec and Czerwonogrod,Pobuzany,with villages,222,,
Podole,Kamieniec and Czerwonogrod,Sawince,with villages,82,,
Podole,Kamieniec and Czerwonogrod,Satanow,with villages,1625,,
Podole,Kamieniec and Czerwonogrod,Sidorow,with villages,73,,
Podole,Kamieniec and Czerwonogrod,Skala,with villages,362,,
Podole,Kamieniec and Czerwonogrod,Studenica,with villages,274,,
Podole,Kamieniec and Czerwonogrod,Smotrycz,with villages,375,,
Podole,Kamieniec and Czerwonogrod,Solobkowce,with villages,530,,
Podole,Kamieniec and Czerwonogrod,Szarawka,with villages,164,,
Podole,Kamieniec and Czerwonogrod,Skala,with villages,356,,
Podole,Kamieniec and Czerwonogrod,Tarnoruda,with villages,771,,
Podole,Kamieniec and Czerwonogrod,Tluste,with villages,355,,
Podole,Kamieniec and Czerwonogrod,Ulaszkowce,with villages,96,,
Podole,Kamieniec and Czerwonogrod,Uszyca,with villages,338,,
Podole,Kamieniec and Czerwonogrod,Zaleszczyki,with villages,362,,
Podole,Kamieniec and Czerwonogrod,Zwaniec,with villages,1568,,
Podole,Kamieniec and Czerwonogrod,Zbryz,with villages,793,,
Podole,Kamieniec and Czerwonogrod,Kolendziany,,38,,
,,,,,,
Podole,Latyczow,Latyczow,with villages,652,17994,
Podole,Latyczow,Sieniawa Stara,with villages,834,,
Podole,Latyczow,Miedzyborz,with villages,2039,,
Podole,Latyczow,Chmielnik,with villages,1417,,
Podole,Latyczow,Szarogrod,with villages,2219,,
Podole,Latyczow,Mikolajow,with villages,1087,,
Podole,Latyczow,Zinkow,with villages,522,,
Podole,Latyczow,Podole novae locationis,with villages,94,,
Podole,Latyczow,Szarawka,with villages,114,,
Podole,Latyczow,Deraznia,with villages,310,,
Podole,Latyczow,Wonkowce,with villages,510,,
Podole,Latyczow,Zamiechow,with villages,505,,
Podole,Latyczow,Wierzbowiec,with villages,202,,
Podole,Latyczow,Snitowka,with villages,129,,
Podole,Latyczow,Kopajgrod,with villages,337,,
Podole,Latyczow,Czarnokozince,with villages,226,,
Podole,Latyczow,Uladowka,with villages,74,,
Podole,Latyczow,Konstantynow Nowy,with villages,694,,
Podole,Latyczow,Proskurow,with villages,750,,
Podole,Latyczow,Bar,with villages,1477,,
Podole,Latyczow,Michalpol,with villages,356,,
Podole,Latyczow,Ulanow,with villages,345,,
Podole,Latyczow,Olchowiec,with villages,24,,
Podole,Latyczow,Jaryszow,with villages,438,,
Podole,Latyczow,Pikow,with villages,287,,
Podole,Latyczow,Sniekow,with villages,281,,
Podole,Latyczow,Mohylow,with villages,957,,
Podole,Latyczow,Luczyniec,with villages,432,,
Podole,Latyczow,Letniowce,with villages,229,,
Podole,Latyczow,Ozarzynce,,322,,
Podole,Latyczow,Jaruga,,131,,
,,,,,,
,,,,,,
Belz,Belz and Lubaczow,,,,12084,
Belz,Belz and Lubaczow,Belz,with villages,716,,
Belz,Belz and Lubaczow,Sokal,with villages,1390,,
Belz,Belz and Lubaczow,Stojanow,with villages,176,,
Belz,Belz and Lubaczow,Tartakow,with villages,779,,
Belz,Belz and Lubaczow,Krystynopol,with villages,759,,
Belz,Belz and Lubaczow,Warez,with villages,449,,
Belz,Belz and Lubaczow,Laszczow,with villages,360,,
Belz,Belz and Lubaczow,Wielkie Oczy,with villages,386,,
Belz,Belz and Lubaczow,Rawa,with villages,1050,,
Belz,Belz and Lubaczow,Uhnow,with villages,778,,
Belz,Belz and Lubaczow,Tomaszow,with Jozefow and parishes,806,,
Belz,Belz and Lubaczow,Narol,with villages,358,,
Belz,Belz and Lubaczow,Lipsko,with villages,309,,
Belz,Belz and Lubaczow,Jaryczow,with villages,144,,
Belz,Belz and Lubaczow,Augustow seu Mosty,with villages,267,,
Belz,Belz and Lubaczow,Magierow,with villages,440,,
Belz,Belz and Lubaczow,Mosty,with one village,38,,
Belz,Belz and Lubaczow,Lubycza,with villages,154,,
Belz,Belz and Lubaczow,Potok,with villages,80,,
Belz,Belz and Lubaczow,Lubaczow, with town Potylicz with villages,687,,
Belz,Belz and Lubaczow,Cieszanow,with villages,654,,
Belz,Belz and Lubaczow,Niemirow,with villages,487,,
Belz,Belz and Lubaczow,Oleszyce,with villages,817,,
,,,,,,
,,,,,,
,,,,,,
Belz,Belz and Lubaczow,Grabowiec,with villages,443,4358,
Belz,Belz and Lubaczow,Komarow,with villages,256,,
Belz,Belz and Lubaczow,Tyszowce,with villages,925,,
Belz,Belz and Lubaczow,Horodlo,with villages,220,,
Belz,Belz and Lubaczow,Dubienka,with villages,604,,
Belz,Belz and Lubaczow,Korytnica,with villages,143,,
Belz,Belz and Lubaczow,Busk,with villages,481,,
Belz,Belz and Lubaczow,Szczurowice,with villages,304,,
Belz,Belz and Lubaczow,Cholojow,with villages,264,,
Belz,Belz and Lubaczow,Radziechow,with villages,206,,
Belz,Belz and Lubaczow,Strzemilce itself,,60,,
Belz,Belz and Lubaczow,Witkow,with villages,452,,
,,,,,,
Braclaw,,"Winnica with city Nowa Winnica and Jozwin,also",with villages,555,20337,
Braclaw,,Kolumnow,with villages,155,,
Braclaw,,Strzyzawka and city Woronowica,with villages,540,,
Braclaw,,Sieliszcze,with villages,74,,
Braclaw,,Woroszylowka and suburb,with villages,146,,
Braclaw,,Krasne,with villages,722,,
Braclaw,,Tomaszpol,with villages,531,,
Braclaw,,Miastkowka,with villages,898,,
Braclaw,,Cekinowka,with villages,237,,
Braclaw,,Czerniowce and Nowe Miasto,with villages,724,,
Braclaw,,Raszkow,with villages,478,,
Braclaw,,Krute with city Jahorlik and villages,,783,,
Braclaw,,Jozefgrod,with villages,924,,
Braclaw,,Granow with city Kublicz and villages,,1024,,
Braclaw,,Daszow with Nowy and Kalnik and villages,,703,,
Braclaw,,Sawran,with villages,494,,
Braclaw,,Braclaw,with villages,195,,
Braclaw,,Tywrow with Dominicans,with villages,353,,
Braclaw,,Przyluka,with villages,277,,
Braclaw,,Ilince,with villages,512,,
Braclaw,,Tetyjow with city Piatakory,,708,,
Braclaw,,Ladyzyn,with villages,303,,
Braclaw,,Zorniszcze,with villages,215,,
Braclaw,,Dziunkow,with villages,157,,
Braclaw,,Janow,with villages,795,,
Braclaw,,Pikow,with villages,298,,
Braclaw,,Lityn,with villages,481,,
Braclaw,,Rajgrod,with villages,211,,
Braclaw,,Hajsyn,with villages,150,,
Braclaw,,Niemirow,with villages,774,,
Braclaw,,Zywotow with Lukaszowka and villages,,363,,
Braclaw,,Lipowiec,with villages,351,,
Braclaw,,Trostianiec and suburbs,with villages,172,,
Braclaw,,Obodowka,with villages,266,,
Braclaw,,Berszada,with villages,743,,
Braclaw,,Tulczyn,with villages,452,,
Braclaw,,Braclaw,with villages,819,,
Braclaw,,Zwierzchowka,with villages,193,,
Braclaw,,Peczara,with villages,177,,
Braclaw,,Monasterzyska,with villages,159,,
Braclaw,,Kochanowka,with villages,84,,
Braclaw,,Uman,with villages,446,,
Braclaw,,Teplik,with villages,289,,
Braclaw,,Sokolowka,with villages,585,,
Braclaw,,Morachwa and Czuryna,,509,,
Braclaw,,Kumaygrod,,155,,
Braclaw,,Januszgrod,,157,,
,,,,,,
Kyiv,Kyiv,Biala Cerkiew,Kahal with villages,1876,12087,
Kyiv,Kyiv,Starosty to Biala Cerkiew Starosty,,699,,
Kyiv,Kyiv,Brusilow,with villages,492,,
Kyiv,Kyiv,Bohuslaw,with villages,1169,,
Kyiv,Kyiv,Korsun,with villages,339,,
Kyiv,Kyiv,Bohuslaw,with villages,875,,
Kyiv,Kyiv,Pawolocz,with villages,1041,,
Kyiv,Kyiv,Chodorkow,with villages,452,,
Kyiv,Kyiv,Bilylow,with villages,205,,
Kyiv,Kyiv,Czerwone,with villages,122,,
Kyiv,Kyiv,Dzwinogrod,with villages,92,,
Kyiv,Kyiv,Skwira,with villages,284,,
Kyiv,Kyiv,Iwnica,,93,,
Kyiv,Kyiv,Jasnogrodka,with villages,104,,
Kyiv,Kyiv,Kotelnia,with villages,236,,
Kyiv,Kyiv,Leszczyn,with villages,255,,
Kyiv,Kyiv,Makarow,with villages,217,,
Kyiv,Kyiv,Byszow,with villages,170,,
Kyiv,Kyiv,Taraszca,,134,,
Kyiv,Kyiv,Wolodarka with key,,662,,
Kyiv,Kyiv,Torczyca,,,,
Kyiv,Kyiv,Fastow,with villages,460,,
Kyiv,Kyiv,Bialopole,with villages,176,,
Kyiv,Kyiv,Hermanowka,with villages,113,,
Kyiv,Kyiv,Koszowata,with villages,125,,
Kyiv,Kyiv,Kaniow,with villages,403,,
Kyiv,Kyiv,Czehryn,,66,,
Kyiv,Kyiv,Medwedowka,,98,,
Kyiv,Kyiv,Borowica,,35,,
Kyiv,Kyiv,Buzyn,,29,,
Kyiv,Kyiv,Krylow,,25,,
Kyiv,Kyiv,Czerkasy,,171,,
Kyiv,Kyiv,Lisianka,,169,,
Kyiv,Kyiv,Smila Kahal,,927,,
Kyiv,Kyiv,Borodzianka,,347,,
Kyiv,Kyiv,Moszny,,89,,
Kyiv,Kyiv,Ruzyn,,57,,
,,,,,,
Kyiv,Zhytomyr,Zhytomyr,Kahal with villages,460,6058,
Kyiv,Zhytomyr,Berdyczow,with villages,1541,,
Kyiv,Zhytomyr,Slobodyszcze,,91,,
Kyiv,Zhytomyr,Przedwojew,,67,,
Kyiv,Zhytomyr,Trojanow,with villages,276,,
Kyiv,Zhytomyr,Czerniechow,with villages,359,,
Kyiv,Zhytomyr,Korosteszow,with villages,620,,
Kyiv,Zhytomyr,Uszomierz,with villages,179,,
Kyiv,Zhytomyr,Chabne,with villages,116,,
Kyiv,Zhytomyr,Lubianka,,24,,
Kyiv,Zhytomyr,Kodnia,with villages,170,,
Kyiv,Zhytomyr,Ksawerow,with villages,96,,
Kyiv,Zhytomyr,Cudnow,with villages,1283,,
Kyiv,Zhytomyr,Krasnopol,with villages,117,,
Kyiv,Zhytomyr,Radomysl Kahal,with villages,359,,
Kyiv,Zhytomyr,Horoszki,with villages,58,,
Kyiv,Zhytomyr,Machnowka,,15,,
Kyiv,Zhytomyr,Czajkowka,,19,,
Kyiv,Zhytomyr,Nowy Lubar,,164,,
Kyiv,Zhytomyr,Ruzyn Starosty,,44,,
,,,,,,
Kyiv,Owrucz,Owrucz,with villages,607,3487,
Kyiv,Owrucz,Wieledniki,with villages,241,,
Kyiv,Owrucz,Norynsk,with villages,240,,
Kyiv,Owrucz,Luhiny,with villages,215,,
Kyiv,Owrucz,Olewsk,with villages,362,,
Kyiv,Owrucz,Chojniki,with villages,198,,
Kyiv,Owrucz,Brahin,with villages,532,,
Kyiv,Owrucz,Czarnobyl,with villages,696,,
Kyiv,Owrucz,Narodycze,with villages,241,,
Kyiv,Owrucz,In villages belonging to this Powiat,,51,,
Kyiv,Owrucz,Trechtymyrow,Kahal,104,,
,,,,,,
Podlasie,Drohiczyn,Ciechanowiec,Ciechanowiec Kahal,920,1577,
Podlasie,Drohiczyn,Wysokie Mazowieckie,Ciechanowiec Kahal,62,,
Podlasie,Drohiczyn,Jablonka,Ciechanowiec Kahal,97,,
Podlasie,Drohiczyn,Villages to the same Ciechanowiec kahal,Ciechanowiec Kahal,498,,
,,,,,,
Podlasie,Drohiczyn,Siemiatycze,Siemiatycze Kahal,1015,1895,
Podlasie,Drohiczyn,Drohiczyn and villages,Siemiatycze Kahal,880,,
,,,,,,
Podlasie,Drohiczyn,Sokolow,Sokolow Kahal,587,1467,
Podlasie,Drohiczyn,Sterdyn,Sokolow Kahal,88,,
Podlasie,Drohiczyn,Parish villages to the same Wegrow Kahal,Sokolow Kahal,792,,
,,,,,,
Podlasie,Drohiczyn,Wegrow,Wegrow,581,3623,
Podlasie,Drohiczyn,Supplement parishes to the same,Wegrow,3042,,
,,,,,,
Podlasie,Drohiczyn,Kosow,kossow przykahal,221,221,
,,,,,,
Podlasie,Drohiczyn,Mordy,Mordy przykahal,219,354,
Podlasie,Drohiczyn,Parish villages,Mordy przykahal,135,,
,,,,,,
Podlasie,Drohiczyn,Mokobody,Mokobody Kahal,148,163,
Podlasie,Drohiczyn,Parish villages,Mokobody Kahal,15,,
,,,,,,
Podlasie,Mielnik,#53,,,2439,
Podlasie,Mielnik,Sarnaki,Kahal with villages,244,,
Podlasie,Mielnik,Niemirow, Kahal with villages,88,,
Podlasie,Mielnik,Konstantynow, Kahal with villages,553,,
Podlasie,Mielnik,Losice, Kahal with villages,389,,
Podlasie,Mielnik,Miedzyrzec,with villages,1076,,
Podlasie,Mielnik,Rossosz,with villages,89,,
,,,,,,
Podlasie,Biala,Tykocin,Kahal with villages,2694,7304,
Podlasie,Biala,Sokolow,Kahal with villages,163,,
Podlasie,Biala,Wiszniew,with villages,148,,
Podlasie,Biala,Jasionowka,with villages,242,,
Podlasie,Biala,Goniadz,with villages,426,,
Podlasie,Biala,Rajgrod,with villages,418,,
Podlasie,Biala,Augustow,,239,,
Podlasie,Biala,seu Kachal Bialostocki,,761,,
Podlasie,Biala,Orla Kahal,with villages,1358,,
Podlasie,Biala,Boczki,with villages,855,,
,,,,,,
Plock,,Jews of Plock city,with villages,725,3960,
Plock,,Drobin,with villages,775,,
Plock,,Mlawa,with villages,487,,
Plock,,Radzanow,with villages,591,,
Plock,,Jews of Sierpc city,with villages,687,,
Plock,,Biezun,,172,,
Plock,,Plonsk,with villages,455,,
Plock,,in Kuczbork,,68,,
,,,,,,
,,,,,,
Mazovian,Warsaw,w tey zimei,,235,x,
Mazovian,Wyszogrod,Wyszogrod,with villages,980,,
Mazovian,Ciechanow,Ciechanow,with villages,1670,,
Mazovian,Zakroczym,Nasielsk,with villages,1019,,
,,,,,,
,,,,,,
Mazovian,Wizna,Wizna parish or sub-kahal belonging to Tykocin kahal,,233,1506,
Mazovian,Wizna,Grajewo parish alias sub-kahal belonging to the same kahal,,413,,
Mazovian,Wizna,Szczuczyn parish alias sub-kahal belonging to the same Tykocin kahal,,473,,
Mazovian,Wizna,Jedwabne parish alias sub-kahal belonging to Tykocin kahal,,387,,
,,,,,,
Mazovian,Lomza,Stawiski sub-kahal with its parish belonging to Tykocin kahal,,1005,2264,
Mazovian,Lomza,Zambrow parish or sub-kahal belonging to the same kahal,,197,,
Mazovian,Lomza,Jablonna parish or sub-kahal belonging to the same kahal,,92,,
Mazovian,Lomza,Rudka parish belonging to the same kahal,,83,,
Mazovian,Lomza,Zawady parish belonging to the same kahal,,105,,
Mazovian,Lomza,Sniadowo parish or sub-kahal belonging to Tykocin kahal,,718,,
Mazovian,Lomza,Lipniki parish or sub-kahal belonging to the same kahal,,64,,
,,,,,,
Mazovian,Rozan,Rozan parish or sub-kahal belonging to Makow kahal,,173,1452,
Mazovian,Rozan,Makow,Kahal with villages,1279,,
,,,,,,
Mazovian,Liw,Kaluszyn,Kahal with villages,566,,
,,,,,,
Mazovian,Nur,Czyzewo parish alias sub-kahal belonging to Wegrow kahal,,303,970,
Mazovian,Nur,Zareby parish or sub-kahal belonging to the same kahal,,155,,
Mazovian,Nur,Stoczek parish or sub-kahal belonging to Wegrow kahal,,64,,
Mazovian,Nur,Ostrow parish or sub-kahal belonging to the same kahal,,130,,
Mazovian,Nur,Wasewo parish or sub-kahal belonging to the same kahal,,131,,
Mazovian,Nur,Wolka Brzezinska parish or sub-kahal belonging to the same kahal,,78,,
Mazovian,Nur,"Goworowo,church village in Lomza in the same parish belonging to Tykocin kahal",,109,,
,,,,,,
,,,,,,
Rawa,Rawa,Nowe Miasto,Kahal with villages,1109,1661,
Rawa,Rawa,Glowno,with villages,320,,
Rawa,Rawa,Biala,with villages,164,,
Rawa,Rawa,Rawa,with villages,68,,
,,,,,,
Rawa,Sochaczew,Sochaczew,with villages,1349,1880,
Rawa,Sochaczew,Mszczonow with leaseholders,,268,,
Rawa,Sochaczew,Grodzisk,,157,,
Rawa,Sochaczew,Ilow,with villages,106,,
,,,,,,
Rawa,Gostynin,Gostynin Jewish parish,,157,1791,
Rawa,Gostynin,Kutno Kahal,,928,,
Rawa,Gostynin,Gabin,,395,,
Rawa,Gostynin,Zychlin Jewish parish,,311,,
,,,,,,
Leczyca,,Leczycawith leaseholders,,1067,2905,
Leczyca,,Strykow with leaseholders to the same Kahal,,625,,
Leczyca,,Brzeziny with leaseholders to the same Kahal,,243,,
Leczyca,,Ujazd and Inowlodz with leaseholders to the same Kahal,,212,,
Leczyca,,Sobota with leaseholders to the same Kahal,,114,,
Leczyca,,Bielawy with leaseholders to the same Kahal,,88,,
Leczyca,,Parzeczew to the same Kahal kahal,,267,,
Leczyca,,In the Piatek Pokrzywna street with leaseholders to the same Kahal Leczyca kahal,,139,,
Leczyca,,Krosniewice to the same Kahal kahal,,79,,
Leczyca,,Kalow to the same Kahal kahal,,69,,
